Id,IndicatorCode,SpatialDimType,SpatialDim,TimeDimType,ParentLocationCode,ParentLocation,Dim1Type,Dim1,TimeDim,Dim2Type,Dim2,Dim3Type,Dim3,DataSourceDimType,DataSourceDim,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
4451047,MDG_0000000007,COUNTRY,KEN,YEAR,AFR,Africa,SEX,SEX_BTSX,2014,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_WQ3,,,48.9 [44.0-54.3],48.877713754,44.028406944,54.349786949,,2025-04-15T12:59:44.083+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
4456195,MDG_0000000007,COUNTRY,IDN,YEAR,WPR,Western Pacific,SEX,SEX_FMLE,2021,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_TOTL,,,19.7 [15.6-25.1],19.733283008,15.57057664,25.118648041,,2025-04-15T12:59:44.083+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
4458651,MDG_0000000007,COUNTRY,AFG,YEAR,EMR,Eastern Mediterranean,SEX,SEX_FMLE,2020,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_TOTL,,,57.2 [46.5-69.7],57.217853889,46.505901465,69.686099325,,2025-04-15T12:59:44.083+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
4462853,MDG_0000000007,COUNTRY,IND,YEAR,SEAR,South-East Asia,SEX,SEX_BTSX,2017,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_WQ3,,,38.3 [35.2-41.4],38.274021195,35.226527907,41.425154772,The UN IGME estimates are not the official statistics of India. The Sample Registration System (SRS) of ORGI is the official data source of India for all mortality estimates.,2025-04-15T12:59:44.083+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
4469695,MDG_0000000007,COUNTRY,KOR,YEAR,WPR,Western Pacific,SEX,SEX_FMLE,2014,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_TOTL,,,3.3 [3.2-3.4],3.312663313,3.229930362,3.397314674,,2025-04-15T12:59:44.083+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
4476995,MDG_0000000007,COUNTRY,SGP,YEAR,WPR,Western Pacific,SEX,SEX_FMLE,2011,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_TOTL,,,2.6 [2.4-2.8],2.583651905,2.404843581,2.778049227,,2025-04-15T12:59:44.083+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
4482308,MDG_0000000007,COUNTRY,EGY,YEAR,EMR,Eastern Mediterranean,SEX,SEX_MLE,2018,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_TOTL,,,22.1 [16.2-30.5],22.107496759,16.165055417,30.537118598,,2025-04-15T12:59:44.083+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
4487928,MDG_0000000007,COUNTRY,CHL,YEAR,AMR,Americas,SEX,SEX_MLE,2019,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_TOTL,,,7.5 [7.3-7.7],7.527576289,7.314188932,7.745061169,,2025-04-15T12:59:44.083+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
4491764,MDG_0000000007,COUNTRY,TUR,YEAR,EUR,Europe,SEX,SEX_FMLE,2012,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_TOTL,,,15.0 [13.8-16.2],15.004269391,13.769615659,16.24103646,,2025-04-15T12:59:44.083+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4494762,MDG_0000000007,COUNTRY,KEN,YEAR,AFR,Africa,SEX,SEX_BTSX,2015,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_WQ2,,,53.0 [46.8-60.0],52.997272546,46.824930076,60.013965056,,2025-04-15T12:59:44.083+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
4495393,MDG_0000000007,COUNTRY,TUR,YEAR,EUR,Europe,SEX,SEX_MLE,2013,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_TOTL,,,15.6 [14.4-16.9],15.629083928,14.389094487,16.873848219,,2025-04-15T12:59:44.083+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
4499993,MDG_0000000007,COUNTRY,ZAF,YEAR,AFR,Africa,SEX,SEX_MLE,2019,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_TOTL,,,37.1 [34.4-39.8],37.127182463,34.393274626,39.830470581,,2025-04-15T12:59:44.083+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
4507639,MDG_0000000007,COUNTRY,GHA,YEAR,AFR,Africa,SEX,SEX_MLE,2012,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_TOTL,,,66.0 [61.2-71.1],65.99065121,61.193941692,71.090634093,,2025-04-15T12:59:44.083+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4508249,MDG_0000000007,COUNTRY,AFG,YEAR,EMR,Eastern Mediterranean,SEX,SEX_FMLE,2010,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_TOTL,,,84.2 [77.2-91.6],84.151334031,77.187909763,91.612784755,,2025-04-15T12:59:44.083+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
4511165,MDG_0000000007,COUNTRY,KEN,YEAR,AFR,Africa,SEX,SEX_BTSX,2015,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_WQ1,,,55.4 [48.9-62.8],55.438876887,48.866779285,62.840912425,,2025-04-15T12:59:44.083+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
4517479,MDG_0000000007,COUNTRY,PHL,YEAR,WPR,Western Pacific,SEX,SEX_MLE,2022,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_TOTL,,,30.2 [23.7-39.2],30.164618219,23.657187794,39.193648369,,2025-04-15T12:59:44.083+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
4521217,MDG_0000000007,COUNTRY,NGA,YEAR,AFR,Africa,SEX,SEX_BTSX,2011,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_WQ1,,,173.6 [155.9-193.5],173.623516818,155.881997363,193.464416345,,2025-04-15T12:59:44.083+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
4523692,MDG_0000000007,COUNTRY,ZAF,YEAR,AFR,Africa,SEX,SEX_BTSX,2012,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_TOTL,,,42.5 [39.7-45.4],42.468189179,39.741387342,45.393025506,,2025-04-15T12:59:44.083+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4524044,MDG_0000000007,COUNTRY,EGY,YEAR,EMR,Eastern Mediterranean,SEX,SEX_BTSX,2013,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_WQ3,,,25.1 [20.8-30.2],25.126321714,20.824044686,30.22964806,,2025-04-15T12:59:44.083+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
4528229,MDG_0000000007,COUNTRY,NGA,YEAR,AFR,Africa,SEX,SEX_BTSX,2013,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_WQ5,,,65.2 [57.0-74.8],65.215312883,56.973233894,74.794871088,,2025-04-15T12:59:44.083+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
4532841,MDG_0000000007,COUNTRY,COL,YEAR,AMR,Americas,SEX,SEX_BTSX,2013,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_WQ2,,,18.7 [15.3-23.0],18.729494723,15.250236141,23.013114546,,2025-04-15T12:59:44.083+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
4532908,MDG_0000000007,COUNTRY,EGY,YEAR,EMR,Eastern Mediterranean,SEX,SEX_BTSX,2019,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_WQ3,,,20.1 [14.0-28.5],20.05988857,14.048645224,28.499027758,,2025-04-15T12:59:44.083+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
4533233,MDG_0000000007,COUNTRY,BGD,YEAR,SEAR,South-East Asia,SEX,SEX_BTSX,2014,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_WQ1,,,52.1 [47.9-56.4],52.122006997,47.927555977,56.446934339,,2025-04-15T12:59:44.083+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
4547003,MDG_0000000007,COUNTRY,MDG,YEAR,AFR,Africa,SEX,SEX_BTSX,2022,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_TOTL,,,65.7 [53.7-81.0],65.74004888,53.698165877,81.046972866,,2025-04-15T12:59:44.083+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
4550502,MDG_0000000007,COUNTRY,BRA,YEAR,AMR,Americas,SEX,SEX_FMLE,2018,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_TOTL,,,13.5 [12.5-14.5],13.494138921,12.50157971,14.542340392,,2025-04-15T12:59:44.083+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
4556762,MDG_0000000007,COUNTRY,PAK,YEAR,EMR,Eastern Mediterranean,SEX,SEX_FMLE,2016,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_TOTL,,,68.0 [62.0-74.7],67.979667901,62.025560198,74.707965057,,2025-04-15T12:59:44.083+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
4557124,MDG_0000000007,COUNTRY,IND,YEAR,SEAR,South-East Asia,SEX,SEX_BTSX,2011,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_WQ1,,,81.2 [76.0-86.9],81.226256307,75.96964744,86.920813159,The UN IGME estimates are not the official statistics of India. The Sample Registration System (SRS) of ORGI is the official data source of India for all mortality estimates.,2025-04-15T12:59:44.083+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
4571465,MDG_0000000007,COUNTRY,KEN,YEAR,AFR,Africa,SEX,SEX_FMLE,2022,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_TOTL,,,36.7 [31.3-43.1],36.67366986,31.250351637,43.129464615,,2025-04-15T12:59:44.083+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
4571904,MDG_0000000007,COUNTRY,ZAF,YEAR,AFR,Africa,SEX,SEX_FMLE,2015,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_TOTL,,,35.2 [32.9-37.7],35.209530942,32.877815175,37.662844853,,2025-04-15T12:59:44.083+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
4574403,MDG_0000000007,COUNTRY,COL,YEAR,AMR,Americas,SEX,SEX_MLE,2011,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_TOTL,,,19.6 [16.9-22.7],19.631922212,16.905942862,22.669934623,,2025-04-15T12:59:44.083+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
4575076,MDG_0000000007,COUNTRY,TUR,YEAR,EUR,Europe,SEX,SEX_BTSX,2013,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_WQ3,,,14.6 [12.9-16.3],14.600573698,12.914047566,16.289068291,,2025-04-15T12:59:44.083+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
4576540,MDG_0000000007,COUNTRY,CHN,YEAR,WPR,Western Pacific,SEX,SEX_MLE,2020,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_TOTL,,,7.9 [7.4-8.5],7.927234357,7.377319683,8.51516083,,2025-04-15T12:59:44.083+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
4580664,MDG_0000000007,COUNTRY,TUR,YEAR,EUR,Europe,SEX,SEX_MLE,2015,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_TOTL,,,14.1 [13.0-15.1],14.058941109,13.030769755,15.119782187,,2025-04-15T12:59:44.083+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
4587695,MDG_0000000007,COUNTRY,KEN,YEAR,AFR,Africa,SEX,SEX_BTSX,2020,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_WQ1,,,50.2 [43.1-58.3],50.175815671,43.094968566,58.31742456,,2025-04-15T12:59:44.083+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
4592364,MDG_0000000007,COUNTRY,TUR,YEAR,EUR,Europe,SEX,SEX_BTSX,2012,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_WQ3,,,15.5 [13.7-17.3],15.486598066,13.673972086,17.303403245,,2025-04-15T12:59:44.083+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4594198,MDG_0000000007,COUNTRY,TUR,YEAR,EUR,Europe,SEX,SEX_BTSX,2010,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_WQ3,,,17.6 [15.5-19.7],17.554404694,15.471294591,19.658245334,,2025-04-15T12:59:44.083+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
4595275,MDG_0000000007,COUNTRY,BGD,YEAR,SEAR,South-East Asia,SEX,SEX_MLE,2013,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_TOTL,,,45.3 [43.4-47.3],45.318869342,43.425599532,47.344419044,,2025-04-15T12:59:44.083+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
4601570,MDG_0000000007,COUNTRY,JPN,YEAR,WPR,Western Pacific,SEX,SEX_BTSX,2019,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_TOTL,,,2.5 [2.4-2.5],2.463727684,2.414841652,2.511753671,,2025-04-15T12:59:44.083+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
4603190,MDG_0000000007,COUNTRY,MEX,YEAR,AMR,Americas,SEX,SEX_MLE,2011,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_TOTL,,,20.2 [19.2-21.4],20.2054917,19.207456301,21.44094959,,2025-04-15T12:59:44.083+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
4604214,MDG_0000000007,COUNTRY,COL,YEAR,AMR,Americas,SEX,SEX_BTSX,2013,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_WQ3,,,16.4 [13.6-19.8],16.438665763,13.555439151,19.817138629,,2025-04-15T12:59:44.083+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
4608849,MDG_0000000007,COUNTRY,CHN,YEAR,WPR,Western Pacific,SEX,SEX_BTSX,2022,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_TOTL,,,6.6 [6.1-7.2],6.595046738,6.080596203,7.174609014,,2025-04-15T12:59:44.083+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
4609678,MDG_0000000007,COUNTRY,EGY,YEAR,EMR,Eastern Mediterranean,SEX,SEX_BTSX,2019,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_WQ1,,,28.9 [20.0-41.9],28.924494421,19.999811196,41.893647121,,2025-04-15T12:59:44.083+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
4616705,MDG_0000000007,COUNTRY,PAK,YEAR,EMR,Eastern Mediterranean,SEX,SEX_BTSX,2013,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_WQ1,,,105.2 [95.0-116.4],105.205778899,94.991377054,116.428866397,,2025-04-15T12:59:44.083+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
4619057,MDG_0000000007,COUNTRY,GHA,YEAR,AFR,Africa,SEX,SEX_BTSX,2014,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_WQ3,,,56.0 [50.8-61.7],56.04113251,50.79440539,61.706858595,,2025-04-15T12:59:44.083+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
4619680,MDG_0000000007,COUNTRY,IDN,YEAR,WPR,Western Pacific,SEX,SEX_MLE,2010,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_TOTL,,,36.5 [33.7-39.6],36.504405539,33.72969776,39.598511703,,2025-04-15T12:59:44.083+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
4625235,MDG_0000000007,COUNTRY,EGY,YEAR,EMR,Eastern Mediterranean,SEX,SEX_BTSX,2015,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_WQ3,,,23.2 [18.4-29.3],23.217296562,18.432549139,29.313237465,,2025-04-15T12:59:44.083+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
4627506,MDG_0000000007,COUNTRY,ZAF,YEAR,AFR,Africa,SEX,SEX_FMLE,2010,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_TOTL,,,46.5 [43.4-50.0],46.485815094,43.378875815,49.965699667,,2025-04-15T12:59:44.083+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
4643221,MDG_0000000007,COUNTRY,EGY,YEAR,EMR,Eastern Mediterranean,SEX,SEX_BTSX,2020,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_WQ5,,,11.5 [7.6-17.6],11.482787491,7.552405458,17.571161107,,2025-04-15T12:59:44.083+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
4644641,MDG_0000000007,COUNTRY,NGA,YEAR,AFR,Africa,SEX,SEX_FMLE,2022,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_TOTL,,,102.6 [73.3-145.9],102.622526782,73.348238377,145.860996776,,2025-04-15T12:59:44.083+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
4671633,MDG_0000000007,COUNTRY,THA,YEAR,SEAR,South-East Asia,SEX,SEX_BTSX,2015,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_WQ1,,,16.8 [13.2-20.2],16.785812257,13.248430214,20.200568125,,2025-04-15T12:59:44.083+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
4672406,MDG_0000000007,COUNTRY,SGP,YEAR,WPR,Western Pacific,SEX,SEX_FMLE,2013,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_TOTL,,,2.5 [2.4-2.7],2.548060135,2.363508366,2.743947802,,2025-04-15T12:59:44.083+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
4685381,MDG_0000000007,COUNTRY,IDN,YEAR,WPR,Western Pacific,SEX,SEX_BTSX,2014,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_WQ2,,,29.7 [25.7-34.1],29.652419099,25.720176136,34.067547737,,2025-04-15T12:59:44.083+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
4686095,MDG_0000000007,COUNTRY,BRA,YEAR,AMR,Americas,SEX,SEX_BTSX,2022,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_WQ4,,,12.1 [9.9-14.6],12.083852568,9.899251048,14.590295588,,2025-04-15T12:59:44.083+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
4687284,MDG_0000000007,COUNTRY,NGA,YEAR,AFR,Africa,SEX,SEX_BTSX,2014,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_WQ4,,,100.7 [87.1-117.1],100.735573454,87.130299129,117.142444682,,2025-04-15T12:59:44.083+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
4688801,MDG_0000000007,COUNTRY,AFG,YEAR,EMR,Eastern Mediterranean,SEX,SEX_BTSX,2020,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_TOTL,,,61.3 [49.9-74.5],61.3055388,49.943344221,74.466285346,,2025-04-15T12:59:44.083+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
4701772,MDG_0000000007,COUNTRY,THA,YEAR,SEAR,South-East Asia,SEX,SEX_MLE,2011,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_TOTL,,,15.1 [12.7-16.7],15.075872007,12.671514028,16.698327552,,2025-04-15T12:59:44.083+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
4705213,MDG_0000000007,COUNTRY,EGY,YEAR,EMR,Eastern Mediterranean,SEX,SEX_BTSX,2016,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_WQ2,,,24.7 [18.7-32.3],24.672077759,18.736624957,32.33354763,,2025-04-15T12:59:44.083+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
4706258,MDG_0000000007,COUNTRY,IND,YEAR,SEAR,South-East Asia,SEX,SEX_BTSX,2017,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_TOTL,,,38.7 [36.5-41.0],38.677458445,36.467134448,40.9825719,The UN IGME estimates are not the official statistics of India. The Sample Registration System (SRS) of ORGI is the official data source of India for all mortality estimates.,2025-04-15T12:59:44.083+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
4709017,MDG_0000000007,COUNTRY,MEX,YEAR,AMR,Americas,SEX,SEX_MLE,2015,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_TOTL,,,17.8 [16.8-18.8],17.753290763,16.836444786,18.814814121,,2025-04-15T12:59:44.083+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
4710342,MDG_0000000007,COUNTRY,TUR,YEAR,EUR,Europe,SEX,SEX_BTSX,2020,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_WQ2,,,11.7 [9.9-13.7],11.715906154,9.914320757,13.667398094,,2025-04-15T12:59:44.083+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
4712118,MDG_0000000007,COUNTRY,ZAF,YEAR,AFR,Africa,SEX,SEX_BTSX,2018,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_WQ2,,,39.6 [34.1-45.3],39.557907551,34.118264982,45.288633272,,2025-04-15T12:59:44.083+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
4725130,MDG_0000000007,COUNTRY,UGA,YEAR,AFR,Africa,SEX,SEX_BTSX,2015,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_TOTL,,,55.8 [48.5-64.4],55.843685504,48.541868028,64.362939063,,2025-04-15T12:59:44.083+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
4725800,MDG_0000000007,COUNTRY,IDN,YEAR,WPR,Western Pacific,SEX,SEX_BTSX,2012,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_WQ2,,,32.3 [28.3-36.6],32.254284611,28.317637292,36.628420802,,2025-04-15T12:59:44.083+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4726186,MDG_0000000007,COUNTRY,MEX,YEAR,AMR,Americas,SEX,SEX_MLE,2010,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_TOTL,,,20.9 [19.8-22.2],20.91670776,19.809524661,22.203594546,,2025-04-15T12:59:44.083+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
4726239,MDG_0000000007,COUNTRY,RWA,YEAR,AFR,Africa,SEX,SEX_BTSX,2021,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_WQ4,,,37.9 [29.9-47.9],37.88205455,29.9102491,47.899609325,,2025-04-15T12:59:44.083+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
4728303,MDG_0000000007,COUNTRY,RWA,YEAR,AFR,Africa,SEX,SEX_BTSX,2015,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_WQ5,,,35.5 [28.6-43.8],35.524644092,28.62228018,43.771866484,,2025-04-15T12:59:44.083+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
4728754,MDG_0000000007,COUNTRY,IND,YEAR,SEAR,South-East Asia,SEX,SEX_BTSX,2022,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_WQ2,,,33.9 [28.9-39.3],33.930158613,28.89973767,39.287619983,The UN IGME estimates are not the official statistics of India. The Sample Registration System (SRS) of ORGI is the official data source of India for all mortality estimates.,2025-04-15T12:59:44.083+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
4735763,MDG_0000000007,COUNTRY,PHL,YEAR,WPR,Western Pacific,SEX,SEX_BTSX,2022,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_WQ5,,,14.3 [10.4-19.7],14.306171025,10.418916573,19.726616693,,2025-04-15T12:59:44.083+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
